|      Date Time      |       DI 1       |       DI 2       |   DI 3   |       DO 1       |       DO 2       |
| 2023-06-23 13:19:02 | 1111100000000001 | 0000001101100000 | 00000000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:19:08 | 1111100000000001 | 0000001101100000 | 10100000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:19:11 | 1111100000000001 | 0000001101100000 | 00000000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:19:16 | 1111100000000001 | 0000001101100000 | 10100000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:19:19 | 1111100000000001 | 0000001101100000 | 00000000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:19:28 | 1111100000000001 | 0000001101100000 | 10100000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:19:31 | 1111100000000001 | 0000001101100000 | 00000000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:19:33 | 1111100000000001 | 0000001101100000 | 10100000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:19:48 | 1111100000000001 | 0000001101100000 | 00000000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:20:11 | 1111100000000001 | 0000001101100000 | 00000000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:20:19 | 1111100000000001 | 0000001101100000 | 10100000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:20:33 | 1111100000000001 | 0000001101100000 | 10100000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:20:39 | 1111100000000001 | 0000001101100000 | 00100000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:20:54 | 1111100000000001 | 0000001101100000 | 00000000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:20:56 | 1111100000000001 | 0000001101100000 | 10100000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:21:51 | 1111100000000001 | 0000001101100000 | 10100000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:22:01 | 1111100000000001 | 0000001101100000 | 00000000 | 0000010000000011 | 0000000110100000 |
| 2023-06-23 13:22:04 | 1111100000100001 | 0000001111000000 | 00000000 | 0000011000010011 | 0000000110100000 |
| 2023-06-23 13:22:06 | 1111100000000001 | 0000001111000000 | 00000000 | 0000011000000011 | 0000000110100000 |
| 2023-06-23 13:22:09 | 1111100000000001 | 0000001111000000 | 10100000 | 0000011000000011 | 0000000110100000 |
| 2023-06-23 13:22:13 | 1111100000000001 | 0000001111000000 | 00000000 | 0000011000000011 | 0000000110100000 |
| 2023-06-23 13:22:16 | 1111100010000001 | 0000001111000000 | 00000000 | 0010011100000011 | 0000000110100000 |
| 2023-06-23 13:22:18 | 1111100000000001 | 0000001111000000 | 00000000 | 0010011000000011 | 0000000110100000 |
| 2023-06-23 13:22:21 | 1111100001000001 | 0000001111000000 | 00000000 | 0010011000001011 | 0000000110101000 |
| 2023-06-23 13:22:23 | 1111100000000001 | 0000001111000000 | 00000000 | 0010011000000011 | 0000000110101000 |
| 2023-06-23 13:22:26 | 1111100000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110101000 |
| 2023-06-23 13:22:28 | 1111100000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
| 2023-06-23 13:22:31 | 1111100000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110101000 |
| 2023-06-23 13:22:34 | 1111100000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
| 2023-06-23 13:22:36 | 1111100000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110101000 |
| 2023-06-23 13:22:43 | 1111100000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
| 2023-06-23 13:22:48 | 1111100000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110101000 |
| 2023-06-23 13:22:51 | 1111100000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
| 2023-06-23 13:22:56 | 1111101000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
| 2023-06-23 13:23:01 | 1111101000000001 | 0000001111100000 | 00000000 | 1011011000000011 | 0000000110101100 |
| 2023-06-23 13:23:04 | 1111100000000001 | 0000000011100000 | 00000000 | 0010011000000111 | 0000000110101100 |
