|      Date Time      |       DI 1       |       DI 2       |   DI 3   |       DO 1       |       DO 2       |
| 2023-07-17 16:08:00 | 1111010000000001 | 0000001101100000 | 00000000 | 0000010000000011 | 0000000110100000 |
| 2023-07-17 16:08:15 | 1111010000000001 | 0000001111000000 | 00000000 | 0000011000010011 | 0000000110100000 |
| 2023-07-17 16:08:18 | 1111010000000001 | 0000001111000000 | 10100000 | 0000011000000011 | 0000000110100000 |
| 2023-07-17 16:08:23 | 1111010010000001 | 0000001111000000 | 00000000 | 0010011100000011 | 0000000110100000 |
| 2023-07-17 16:08:25 | 1111010001000001 | 0000001111000000 | 00000000 | 0010011000000011 | 0000000110100000 |
| 2023-07-17 16:08:39 | 1111010000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110101000 |
| 2023-07-17 16:10:18 | 1111010000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110101000 |
| 2023-07-17 16:11:45 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
| 2023-07-17 16:15:51 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
| 2023-07-17 16:17:35 | 1111010000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110101000 |
| 2023-07-17 16:18:19 | 1111010000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110101000 |
| 2023-07-17 16:18:23 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
| 2023-07-17 16:18:35 | 1111010000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110101000 |
| 2023-07-17 16:18:38 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
| 2023-07-17 16:19:43 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
| 2023-07-17 16:42:38 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
| 2023-07-17 16:42:43 | 1111010000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110101000 |
| 2023-07-17 16:44:58 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
| 2023-07-17 16:45:29 | 1111010000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110101000 |
| 2023-07-17 16:45:33 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
