|      Date Time      |       DI 1       |       DI 2       |   DI 3   |       DO 1       |       DO 2       |
| 2023-07-12 10:25:59 | 1111010000000001 | 0000001111000000 | 00000000 | 0000011000000011 | 0000000110100000 |
| 2023-07-12 10:26:08 | 1111011000000001 | 0000001111000000 | 00000000 | 0000011000000011 | 0000000110100000 |
| 2023-07-12 10:26:10 | 1111010000000001 | 0000001111000000 | 00000000 | 0000011000000011 | 0000100110100000 |
| 2023-07-12 10:26:13 | 1111010010000001 | 0000001111000000 | 00000000 | 0010011100000011 | 0000000110100000 |
| 2023-07-12 10:26:15 | 1111010001000001 | 0000001111000000 | 00000000 | 0010011000000011 | 0000000110101000 |
| 2023-07-12 10:26:18 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000001011 | 0000000110101000 |
| 2023-07-12 10:26:20 | 1111100000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
| 2023-07-12 10:26:25 | 1111100000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110101000 |
| 2023-07-12 10:26:28 | 1111100000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110101000 |
| 2023-07-12 10:26:30 | 1111100000000001 | 0000001111100000 | 00000000 | 1011011000000011 | 0000000110101100 |
| 2023-07-12 10:33:43 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:36:37 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:36:41 | 1111010000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:36:43 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:36:48 | 1111010000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:37:07 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:37:08 | 1111010000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:37:17 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:37:21 | 1111010000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:37:23 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:37:35 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:37:36 | 1111010000000001 | 0000001111100000 | 10100000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:37:38 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:38:25 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:38:28 | 1111011000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:38:31 | 1111010000100001 | 0000001111100000 | 00000000 | 1010011000010011 | 0000000110001100 |
| 2023-07-12 10:38:33 | 1111010000000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:38:35 | 1111100010000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:38:38 | 1111100010000001 | 0000001111100000 | 10100000 | 1010011100000011 | 0000000110001100 |
| 2023-07-12 10:38:41 | 1111100001000001 | 0000001111100000 | 00000000 | 1010011000000011 | 0000000110001100 |
| 2023-07-12 10:38:48 | 1111010000000001 | 0000001101100000 | 00000000 | 0010010000000011 | 0000000110001100 |
| 2023-07-12 10:38:51 | 1111010000100001 | 0000001111000000 | 00000000 | 0010011000010011 | 0000000110001100 |
| 2023-07-12 10:38:53 | 1111010000000001 | 0000001111000000 | 00000000 | 0010011000000011 | 0000000110001100 |
| 2023-07-12 10:38:58 | 1111010010000001 | 0000001111000000 | 00000000 | 0010011100000011 | 0000000110001100 |
| 2023-07-12 10:39:01 | 1111010000000001 | 0000001111000000 | 00000000 | 0010011100000011 | 0000000110001100 |
| 2023-07-12 10:39:03 | 1111010001000001 | 0000001111000000 | 00000000 | 0010011000000011 | 0000000110001100 |
| 2023-07-12 10:39:08 | 1111010000000001 | 0000001111000000 | 00000000 | 0010011000000011 | 0000000110001100 |
| 2023-07-12 10:40:02 | 1111010000000001 | 0000001111000000 | 00000000 | 0000010000000011 | 0000000110100000 |
| 2023-07-12 10:40:09 | 1111100010000001 | 0000001111000000 | 00000000 | 0000010000000011 | 0000000110100000 |
| 2023-07-12 10:40:12 | 1111100001000001 | 0000001111000000 | 00000000 | 0010010000000011 | 0000000110100000 |
| 2023-07-12 10:40:14 | 1111100001000001 | 0000001111000000 | 00000000 | 0010011000000011 | 0000000110101000 |
| 2023-07-12 10:40:17 | 1111100000000001 | 0000001111000000 | 00000000 | 0010011000000011 | 0000100110101000 |
| 2023-07-12 10:40:19 | 1111100000000001 | 0000001111100000 | 00000000 | 1011011000000011 | 0000000110101100 |
| 2023-07-12 10:40:22 | 1111100000000001 | 0000000011100000 | 00000000 | 0010011000000111 | 0000000110101100 |
| 2023-07-12 10:40:39 | 1111100000000001 | 0000000011100000 | 00000000 | 0010011000000011 | 0000000110101100 |
| 2023-07-12 10:40:42 | 1111100000000001 | 0000000011100000 | 00000000 | 0010011000000111 | 0000000110101100 |
| 2023-07-12 10:40:57 | 1111100000000011 | 0000000011100000 | 00000000 | 0010011000000111 | 0100000110101100 |
| 2023-07-12 10:40:59 | 1111100000000001 | 0000000011100000 | 00000000 | 0010011000000111 | 0000000110101100 |
| 2023-07-12 10:41:07 | 1111100000000011 | 0000000011100000 | 00000000 | 0010011000000111 | 0100000110101100 |
| 2023-07-12 10:41:09 | 1111100000000001 | 0000000011100000 | 00000000 | 0010011000000111 | 0000000110101100 |
| 2023-07-12 10:41:37 | 1111100000000001 | 0000000011100000 | 00000000 | 0010011000000011 | 0000000110101100 |
| 2023-07-12 10:41:39 | 1111100000000001 | 0000000011100000 | 00000000 | 0010011000000111 | 0000000110101100 |
| 2023-07-12 10:41:54 | 1111100000000011 | 0000000011100000 | 00000000 | 0010011000000111 | 0100000110101100 |
| 2023-07-12 10:41:57 | 1111100000000001 | 0000000011100000 | 00000000 | 0010011000000111 | 0000000110101100 |
| 2023-07-12 10:42:22 | 1111100000000011 | 0000000111100000 | 00000000 | 0010011000000111 | 0100000110101100 |
| 2023-07-12 10:42:24 | 1111100000000001 | 0000000011100000 | 00000000 | 0010011000000111 | 0000000110101100 |
