|      Date Time      | 가동률 | 모델정보 | 생산수량 | 불량수량 | 알람코드 | 작업 진행 상황 | 박스 진행 상황 | 레이어 진행상황 | 박스 정보 | 팔레트 정보 | 간지 사용 유무 | 리프트 높이 | 적재방향 | 로봇 스피드 | BOX SORT CYLINDER | SAFETY LADAR SENSOR | LABEL ALINE | 로봇 상태 | 로봇 서보 온 |
| 2023-06-29 17:03:15 | 0 | 0 | 0 | 0 | 0 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 | STANDALONE STANDBY | 1 |
| 2023-06-29 17:03:31 | 0 | 0 | 0 | 0 | 0 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:03:34 | 0 | 1 | 0 | 0 | 0 | 4/40 | 4/8 | 1/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:03:47 | 0 | 1 | 1 | 0 | 0 | 5/40 | 5/8 | 1/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:03:57 | 0 | 1 | 2 | 0 | 0 | 6/40 | 6/8 | 1/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:04:07 | 0 | 1 | 3 | 0 | 0 | 7/40 | 7/8 | 1/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:04:15 | 0 | 1 | 3 | 0 | 0 | 7/40 | 7/8 | 1/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:04:17 | 0 | 1 | 4 | 0 | 0 | 8/40 | 0/8 | 2/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:04:27 | 0 | 1 | 5 | 0 | 0 | 9/40 | 1/8 | 2/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:04:34 | 5 | 1 | 5 | 0 | 0 | 9/40 | 1/8 | 2/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:04:37 | 5 | 1 | 6 | 0 | 0 | 10/40 | 2/8 | 2/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:04:50 | 5 | 1 | 7 | 0 | 0 | 11/40 | 3/8 | 2/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:04:57 | 5 | 1 | 8 | 0 | 0 | 12/40 | 4/8 | 2/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:05:07 | 5 | 1 | 9 | 0 | 0 | 13/40 | 5/8 | 2/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:05:14 | 5 | 1 | 10 | 0 | 0 | 14/40 | 6/8 | 2/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:05:24 | 5 | 1 | 11 | 0 | 0 | 15/40 | 7/8 | 2/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:05:34 | 5 | 1 | 12 | 0 | 0 | 16/40 | 0/8 | 3/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:05:37 | 7 | 1 | 12 | 0 | 0 | 16/40 | 0/8 | 3/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:05:44 | 7 | 1 | 13 | 0 | 0 | 17/40 | 1/8 | 3/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:06:14 | 7 | 1 | 16 | 0 | 0 | 20/40 | 4/8 | 3/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:06:22 | 7 | 1 | 17 | 0 | 0 | 21/40 | 5/8 | 3/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:06:32 | 7 | 1 | 18 | 0 | 0 | 22/40 | 6/8 | 3/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:06:37 | 6 | 1 | 18 | 0 | 0 | 22/40 | 6/8 | 3/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:06:39 | 6 | 1 | 19 | 0 | 0 | 23/40 | 7/8 | 3/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 0 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:06:49 | 6 | 1 | 20 | 0 | 0 | 24/40 | 0/8 | 4/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 230 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:06:59 | 6 | 1 | 21 | 0 | 0 | 25/40 | 1/8 | 4/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 230 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:07:09 | 6 | 1 | 22 | 0 | 0 | 26/40 | 2/8 | 4/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 230 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:07:19 | 6 | 1 | 23 | 0 | 0 | 27/40 | 3/8 | 4/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 230 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:07:29 | 6 | 1 | 24 | 0 | 0 | 28/40 | 4/8 | 4/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 230 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:07:37 | 6 | 1 | 25 | 0 | 0 | 29/40 | 5/8 | 4/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 230 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:07:39 | 7 | 1 | 25 | 0 | 0 | 29/40 | 5/8 | 4/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 230 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:07:47 | 7 | 1 | 26 | 0 | 0 | 30/40 | 6/8 | 4/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 230 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:07:57 | 7 | 1 | 27 | 0 | 0 | 31/40 | 7/8 | 4/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 230 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
| 2023-06-29 17:08:04 | 7 | 1 | 28 | 0 | 0 | 32/40 | 0/8 | 5/5 | 460*266*320(mm) 16(kg) | 1100*1100*150(mm) | 0 | 333 | 1 | 100 | 0 | 0 | 1 | STANDALONE RUNNING | 1 |
