|      Date Time      | 가동률 | 모델정보 | 생산수량 | 불량수량 | 알람코드 | 작업 진행 상황 | 박스 진행 상황 | 레이어 진행상황 | 박스 정보 | 팔레트 정보 | 간지 사용 유무 | 리프트 높이 | 적재방향 | 로봇 스피드 | BOX SORT CYLINDER | SAFETY LADAR SENSOR | LABEL ALINE |
| 2023-06-20 14:12:57 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:13:47 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:14:07 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:14:40 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:15:02 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:16:02 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:24:53 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:25:14 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:30:59 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:31:24 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:31:55 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:32:58 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:33:22 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:34:11 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:39:16 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:40:50 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
| 2023-06-20 14:43:51 | 0 | 0 | 0 | 0 | 25 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 100 | 0 | 0 | 1 |
