|      Date Time      | 가동률 | 모델정보 | 생산수량 | 불량수량 | 알람코드 | 작업 진행 상황 | 박스 진행 상황 | 레이어 진행상황 | 박스 정보 | 팔레트 정보 | 간지 사용 유무 | 리프트 높이 | 적재방향 | 로봇 스피드 | BOX SORT CYLINDER | SAFETY LADAR SENSOR | LABEL ALINE | 로봇 상태 | 로봇 서보 온 |
| 2023-07-17 09:13:30 | 0 | 0 | 0 | 0 | 0 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | BACKDRIVE HOLD | 0 |
| 2023-07-17 09:13:30 | 0 | 0 | 0 | 0 | 0 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | BACKDRIVE HOLD | 0 |
| 2023-07-17 09:13:30 | 0 | 0 | 0 | 0 | 0 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | BACKDRIVE HOLD | 0 |
| 2023-07-17 09:13:30 | 0 | 0 | 0 | 0 | 0 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | BACKDRIVE HOLD | 0 |
| 2023-07-17 09:13:30 | 0 | 0 | 0 | 0 | 0 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | BACKDRIVE HOLD | 0 |
| 2023-07-17 09:13:30 | 0 | 0 | 0 | 0 | 0 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | BACKDRIVE HOLD | 0 |
| 2023-07-17 09:13:31 | 0 | 0 | 0 | 0 | 0 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | BACKDRIVE HOLD | 0 |
| 2023-07-17 09:13:31 | 0 | 0 | 0 | 0 | 0 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | BACKDRIVE HOLD | 0 |
| 2023-07-17 09:13:31 | 0 | 0 | 0 | 0 | 0 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | BACKDRIVE HOLD | 0 |
| 2023-07-17 09:13:31 | 0 | 0 | 0 | 0 | 0 | 0/0 | 0/0 | 0/0 | 0*0*0(mm) 0(kg) | 0*0*0(mm) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | BACKDRIVE HOLD | 0 |
